date,country,state,city,newDeaths,deaths,newCases,totalCases,deathsMS,totalCasesMS,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,recovered,suspects,tests,tests_per_100k_inhabitants,lat,long
2020-05-17,Brazil,SC,TOTAL,2,83,98,4776,83,4776,1.15844,66.65933000000001,0.01738,2742.0,433.0,26836.0,374.554,-27.5945,-48.5477
2020-05-17,Brazil,SE,TOTAL,4,57,208,3343,57,3343,2.47967,145.43028,0.01705,1073.0,,7072.0,307.65269,-10.9091,-37.0677
2020-05-17,Brazil,SP,TOTAL,94,4782,1162,62345,4782,62345,10.41398,135.77154,0.0767,1524.0,135381.0,35600.0,77.52774000000001,-23.5329,-46.6395
2020-05-17,Brazil,TO,TOTAL,5,32,217,1496,31,1382,2.0345,95.113,0.02139,239.0,,3051.0,193.97711,-10.24,-48.3558
2020-05-18,Brazil,AC,TOTAL,5,67,237,2234,67,2234,7.59693,253.30665,0.02999,642.0,1486.0,8045.0,912.19874,-9.97499,-67.8243
2020-05-18,Brazil,AL,TOTAL,11,221,215,4031,221,4031,6.62201,120.7842,0.05483,2379.0,1090.0,7373.0,220.92332000000002,-9.665989999999999,-35.735
2020-05-18,Brazil,AM,TOTAL,20,1433,585,20913,1433,20913,34.57513,504.58464000000004,0.06852000000000001,13929.0,641.0,,,-3.1186599999999998,-60.0212
2020-05-18,Brazil,AP,TOTAL,8,127,71,4023,127,4023,15.0166,475.68317,0.03157,1168.0,7309.0,15736.0,1860.6389,0.034934,-51.0694
2020-05-18,Brazil,BA,TOTAL,17,312,438,8882,312,8581,2.09775,59.7187,0.03513,2407.0,23532.0,69717.0,468.74672000000004,-12.9718,-38.5011
2020-05-18,Brazil,CE,TOTAL,107,1748,2108,26363,1748,26363,19.14132,288.68566,0.06631000000000001,14492.0,40504.0,65929.0,721.9495900000001,-20.8508,-46.711999999999996
2020-05-18,Brazil,DF,TOTAL,7,66,251,4619,66,4619,2.18886,153.18705,0.01429,2357.0,343.0,79909.0,2650.14586,-15.7795,-47.9297
2020-05-18,Brazil,ES,TOTAL,17,302,413,7157,302,7157,7.51496,178.09463,0.0422,2919.0,,28533.0,710.01456,-20.3155,-40.3128
2020-05-18,Brazil,GO,TOTAL,3,73,89,1781,73,1749,1.04013,25.37632,0.04099,,15416.0,7037.0,100.26567,-16.6864,-49.2643
2020-05-18,Brazil,MA,TOTAL,28,604,960,14198,576,13238,8.53688,200.67331000000001,0.042539999999999994,2998.0,23092.0,26714.0,377.57338,-2.53874,-44.2825
2020-05-18,Brazil,MG,TOTAL,5,161,84,4695,161,4695,0.76055,22.17888,0.03429,2254.0,101572.0,17813.0,84.14746,-19.9102,-43.9266
2020-05-18,Brazil,MS,TOTAL,1,16,43,613,16,613,0.57575,22.058410000000002,0.0261,217.0,24.0,5054.0,181.8649,-20.4486,-54.6295
2020-05-18,Brazil,MT,TOTAL,3,30,40,941,29,937,0.8609600000000001,27.005570000000002,0.03188,337.0,127.0,3991.0,114.53692,-15.600999999999999,-56.0974
2020-05-18,Brazil,PA,TOTAL,112,1391,1266,15467,1329,14734,16.16903,179.78894,0.08993,9752.0,234.0,20451.0,237.72312999999997,-1.4554,-48.4898
2020-05-18,Brazil,PB,TOTAL,13,207,439,4786,207,4786,5.15165,119.11022,0.04325,1462.0,,10142.0,252.40616,-7.1150899999999995,-34.8641
2020-05-18,Brazil,PE,TOTAL,124,1640,642,20094,1640,20094,17.16007,210.2527,0.08162,2991.0,507.0,35237.0,368.70083,-8.046660000000001,-34.8771
2020-05-18,Brazil,PI,TOTAL,5,85,153,2440,80,2287,2.5968299999999997,74.54417,0.034839999999999996,297.0,172.0,20346.0,621.58842,-5.09194,-42.8034
2020-05-18,Brazil,PR,TOTAL,3,130,74,2390,127,2360,1.13696,20.90265,0.05439,1492.0,875.0,21336.0,186.60207,-25.4195,-49.2646
2020-05-18,Brazil,RJ,TOTAL,137,2852,4427,26665,2852,26665,16.51902,154.44592,0.10695999999999999,21961.0,,,,-22.9129,-43.2003
2020-05-18,Brazil,RN,TOTAL,21,160,345,3482,146,3184,4.5625,99.2913,0.04595,872.0,9852.0,10412.0,296.90438,-5.79357,-35.1986
2020-05-18,Brazil,RO,TOTAL,9,83,80,2043,77,2043,4.6702,114.95448999999999,0.04063,805.0,915.0,8391.0,472.14055999999994,-8.760769999999999,-63.8999
2020-05-18,Brazil,RR,TOTAL,9,60,91,1882,60,1876,9.9049,310.68359,0.03188,410.0,60.0,2862.0,472.46356,2.82384,-60.6753
2020-05-18,Brazil,RS,TOTAL,7,151,15,3750,144,3735,1.32721,32.96055,0.04027,2218.0,457.0,40943.0,359.86762999999996,-30.0318,-51.2065
2020-05-18,Brazil,SC,TOTAL,2,85,399,5175,85,5175,1.18636,72.22824,0.01643,2929.0,130.0,29518.0,411.98707,-27.5945,-48.5477
2020-05-18,Brazil,SE,TOTAL,2,59,223,3566,59,3566,2.5666700000000002,155.13143,0.01655,1213.0,,9409.0,409.31902,-10.9091,-37.0677
2020-05-18,Brazil,SP,TOTAL,41,4823,721,63066,4823,63066,10.50327,137.34169,0.07647999999999999,1524.0,137386.0,35600.0,77.52774000000001,-23.5329,-46.6395
2020-05-18,Brazil,TO,TOTAL,6,38,150,1646,32,1496,2.41597,104.64973,0.02309,269.0,,3051.0,193.97711,-10.24,-48.3558
2020-05-19,Brazil,AC,TOTAL,6,73,248,2482,72,2482,8.27725,281.42663999999996,0.029410000000000002,909.0,1407.0,8045.0,912.19874,-9.97499,-67.8243
2020-05-19,Brazil,AL,TOTAL,14,235,286,4317,231,4316,7.0415,129.35386,0.054439999999999995,2504.0,1100.0,7373.0,220.92332000000002,-9.665989999999999,-35.735
2020-05-19,Brazil,AM,TOTAL,58,1491,1219,22132,1491,22132,35.97455,533.99643,0.06737,16627.0,641.0,,,-3.1186599999999998,-60.0212
2020-05-19,Brazil,AP,TOTAL,9,136,287,4310,136,4310,16.08076,509.61830999999995,0.03155,1231.0,7446.0,15736.0,1860.6389,0.034934,-51.0694
2020-05-19,Brazil,BA,TOTAL,14,326,2132,11014,326,11013,2.19188,74.05334,0.0296,2803.0,23532.0,69717.0,468.74672000000004,-12.9718,-38.5011
2020-05-19,Brazil,CE,TOTAL,108,1856,1749,28112,1856,28112,20.32396,307.83793,0.06602000000000001,15238.0,41351.0,65929.0,721.9495900000001,-20.8508,-46.711999999999996
2020-05-19,Brazil,DF,TOTAL,6,72,234,4853,72,4853,2.38785,160.94755,0.01484,2457.0,310.0,79909.0,2650.14586,-15.7795,-47.9297
2020-05-19,Brazil,ES,TOTAL,23,325,536,7693,325,7693,8.08729,191.43245,0.04225,3209.0,,28533.0,710.01456,-20.3155,-40.3128
2020-05-19,Brazil,GO,TOTAL,0,73,99,1880,73,1846,1.04013,26.78691,0.03883,,15848.0,7037.0,100.26567,-16.6864,-49.2643
2020-05-19,Brazil,MA,TOTAL,30,634,916,15114,604,14198,8.9609,213.61997999999997,0.04195,3035.0,2444.0,26714.0,377.57338,-2.53874,-44.2825
2020-05-19,Brazil,MG,TOTAL,6,167,282,4977,167,4977,0.7889,23.511029999999998,0.03355,2546.0,101572.0,17813.0,84.14746,-19.9102,-43.9266
2020-05-19,Brazil,MS,TOTAL,0,16,29,642,16,642,0.57575,23.10195,0.024919999999999998,220.0,77.0,5054.0,181.8649,-20.4486,-54.6295
2020-05-19,Brazil,MT,TOTAL,2,32,64,1005,32,995,0.9183600000000001,28.8423,0.03184,363.0,127.0,3991.0,114.53692,-15.600999999999999,-56.0974
2020-05-19,Brazil,PA,TOTAL,128,1519,828,16295,1519,16295,17.65691,189.41364,0.09322000000000001,10815.0,135.0,20451.0,237.72312999999997,-1.4554,-48.4898
2020-05-19,Brazil,PB,TOTAL,12,219,514,5300,219,5300,5.4503,131.90225,0.041319999999999996,1747.0,,10142.0,252.40616,-7.1150899999999995,-34.8641
2020-05-19,Brazil,PE,TOTAL,101,1741,1148,21242,1741,21242,18.21688,222.26475,0.08196,2991.0,507.0,35237.0,368.70083,-8.046660000000001,-34.8771
2020-05-19,Brazil,PI,TOTAL,2,87,197,2637,85,2440,2.65793,80.5627,0.03299,313.0,172.0,20346.0,621.58842,-5.09194,-42.8034
2020-05-19,Brazil,PR,TOTAL,3,133,129,2519,129,2481,1.1632,22.03087,0.0528,1526.0,638.0,21336.0,186.60207,-25.4195,-49.2646
2020-05-19,Brazil,RJ,TOTAL,227,3079,1140,27805,3079,27805,17.83383,161.0489,0.11074,22953.0,,,,-22.9129,-43.2003
2020-05-19,Brazil,RN,TOTAL,10,170,313,3795,160,3483,4.84765,108.21668000000001,0.0448,992.0,10699.0,10412.0,296.90438,-5.79357,-35.1986
2020-05-19,Brazil,RO,TOTAL,5,88,370,2413,87,2257,4.9515400000000005,135.77347,0.036469999999999995,828.0,350.0,8391.0,472.14055999999994,-8.760769999999999,-63.8999
2020-05-19,Brazil,RR,TOTAL,4,64,106,1988,61,1985,10.56522,328.18224,0.032189999999999996,410.0,60.0,2862.0,472.46356,2.82384,-60.6753
2020-05-19,Brazil,RS,TOTAL,9,160,48,3798,151,3750,1.40632,33.38244,0.04213,2373.0,457.0,40943.0,359.86762999999996,-30.0318,-51.2065
2020-05-19,Brazil,SC,TOTAL,6,91,238,5413,91,5413,1.2701,75.55004,0.01681,3072.0,130.0,29518.0,411.98707,-27.5945,-48.5477
2020-05-19,Brazil,SE,TOTAL,4,63,401,3967,63,3967,2.74068,172.5761,0.015880000000000002,1213.0,,9409.0,409.31902,-10.9091,-37.0677
2020-05-19,Brazil,SP,TOTAL,324,5147,2929,65995,5147,65995,11.208860000000001,143.72031,0.07799,1524.0,142455.0,35600.0,77.52774000000001,-23.5329,-46.6395
2020-05-19,Brazil,TO,TOTAL,4,42,163,1809,38,1646,2.67028,115.01298,0.023219999999999998,300.0,,3051.0,193.97711,-10.24,-48.3558
2020-05-20,Brazil,AC,TOTAL,3,76,335,2817,76,2817,8.61742,319.41129,0.02698,909.0,1407.0,8045.0,912.19874,-9.97499,-67.8243
2020-05-20,Brazil,AL,TOTAL,16,251,120,4437,251,4437,7.520919999999999,132.94952,0.05657,2619.0,1100.0,7373.0,220.92332000000002,-9.665989999999999,-35.735
2020-05-20,Brazil,AM,TOTAL,70,1561,1572,23704,1561,23704,37.66349,571.92533,0.06585,18348.0,641.0,,,-3.1186599999999998,-60.0212
2020-05-20,Brazil,AP,TOTAL,6,142,239,4549,142,4549,16.790210000000002,537.87788,0.031219999999999998,1348.0,7576.0,15736.0,1860.6389,0.034934,-51.0694
2020-05-20,Brazil,BA,TOTAL,36,362,184,11198,362,11197,2.43393,75.29047,0.032330000000000005,3216.0,23532.0,69717.0,468.74672000000004,-12.9718,-38.5011
2020-05-20,Brazil,CE,TOTAL,44,1900,2448,30560,1900,30560,20.80578,334.64454,0.06217,16431.0,43302.0,65929.0,721.9495900000001,-20.8508,-46.711999999999996
2020-05-20,Brazil,DF,TOTAL,6,78,418,5271,77,5161,2.58683,174.81033,0.0148,2607.0,294.0,79909.0,2650.14586,-15.7795,-47.9297
2020-05-20,Brazil,ES,TOTAL,21,346,802,8495,341,8092,8.609860000000001,211.3894,0.04073,3676.0,,28533.0,710.01456,-20.3155,-40.3128
2020-05-20,Brazil,GO,TOTAL,5,78,169,2049,78,1978,1.11137,29.194879999999998,0.03807,,16247.0,7037.0,100.26567,-16.6864,-49.2643
2020-05-20,Brazil,MA,TOTAL,29,663,944,16058,634,15114,9.37079,226.96239,0.04129,3324.0,4014.0,26714.0,377.57338,-2.53874,-44.2825
2020-05-20,Brazil,MG,TOTAL,10,177,309,5286,177,5286,0.83614,24.97072,0.03348,2766.0,101572.0,17813.0,84.14746,-19.9102,-43.9266
2020-05-20,Brazil,MS,TOTAL,1,17,51,693,17,693,0.61173,24.93715,0.02453,220.0,77.0,5054.0,181.8649,-20.4486,-54.6295
2020-05-20,Brazil,MT,TOTAL,0,32,85,1090,32,1054,0.9183600000000001,31.28169,0.02936,388.0,127.0,3991.0,114.53692,-15.600999999999999,-56.0974
2020-05-20,Brazil,PA,TOTAL,257,1776,2634,18929,1633,18135,20.644289999999998,220.03135,0.09382,10815.0,175.0,20451.0,237.72312999999997,-1.4554,-48.4898
2020-05-20,Brazil,PB,TOTAL,11,230,538,5838,230,5838,5.72406,145.29157,0.0394,1847.0,,10142.0,252.40616,-7.1150899999999995,-34.8641
2020-05-20,Brazil,PE,TOTAL,93,1834,1318,22560,1834,22560,19.18998,236.05559,0.08129,3158.0,507.0,35237.0,368.70083,-8.046660000000001,-34.8771
2020-05-20,Brazil,PI,TOTAL,4,91,215,2852,87,2637,2.7801299999999998,87.13114,0.03191,322.0,172.0,20346.0,621.58842,-5.09194,-42.8034
2020-05-20,Brazil,PR,TOTAL,7,140,137,2656,137,2616,1.22442,23.22905,0.05271,1526.0,638.0,21336.0,186.60207,-25.4195,-49.2646
2020-05-20,Brazil,RJ,TOTAL,158,3237,2567,30372,3237,30372,18.74898,175.91718,0.10658,25397.0,,,,-22.9129,-43.2003
2020-05-20,Brazil,RN,TOTAL,8,178,264,4059,170,3796,5.07578,115.7448,0.04385,992.0,11781.0,10412.0,296.90438,-5.79357,-35.1986
2020-05-20,Brazil,RO,TOTAL,2,90,86,2499,90,2499,5.06407,140.61247,0.03601,844.0,262.0,8391.0,472.14055999999994,-8.760769999999999,-63.8999
2020-05-20,Brazil,RR,TOTAL,0,64,79,2067,64,2067,10.56522,341.22368,0.03096,474.0,60.0,2862.0,472.46356,2.82384,-60.6753
2020-05-20,Brazil,RS,TOTAL,1,161,1175,4973,161,4973,1.41511,43.71008,0.032369999999999996,3735.0,457.0,40943.0,359.86762999999996,-30.0318,-51.2065
2020-05-20,Brazil,SC,TOTAL,3,94,86,5499,94,5499,1.31197,76.75035,0.01709,3170.0,130.0,29518.0,411.98707,-27.5945,-48.5477
2020-05-20,Brazil,SE,TOTAL,6,69,310,4277,69,4277,3.0017,186.06201000000001,0.016130000000000002,1318.0,,9409.0,409.31902,-10.9091,-37.0677
2020-05-20,Brazil,SP,TOTAL,216,5363,3864,69859,5363,69859,11.67925,152.13512,0.07677,1524.0,147991.0,35600.0,77.52774000000001,-23.5329,-46.6395
2020-05-20,Brazil,TO,TOTAL,5,47,167,1976,42,1809,2.98818,125.63054,0.023790000000000002,362.0,,3051.0,193.97711,-10.24,-48.3558
2020-05-21,Brazil,AC,TOTAL,2,78,286,3103,78,3103,8.84419,351.83999,0.02514,1098.0,1407.0,8045.0,912.19874,-9.97499,-67.8243
2020-05-21,Brazil,AL,TOTAL,11,262,479,4916,262,4916,7.8505199999999995,147.30219,0.0533,2822.0,1100.0,7373.0,220.92332000000002,-9.665989999999999,-35.735
2020-05-21,Brazil,AM,TOTAL,59,1620,1663,25367,1620,25367,39.08703,612.04986,0.06386,19734.0,641.0,,,-3.1186599999999998,-60.0212
2020-05-21,Brazil,AP,TOTAL,9,151,639,5188,151,5188,17.85438,613.43382,0.029110000000000004,1435.0,8005.0,15736.0,1860.6389,0.034934,-51.0694
2020-05-21,Brazil,BA,TOTAL,14,376,744,11942,376,11941,2.52806,80.2928,0.03149,3523.0,22316.0,69717.0,468.74672000000004,-12.9718,-38.5011
2020-05-21,Brazil,CE,TOTAL,261,2161,853,31413,2161,31413,23.66384,343.98524,0.06879,18258.0,43029.0,65929.0,721.9495900000001,-20.8508,-46.711999999999996
2020-05-21,Brazil,DF,TOTAL,6,84,271,5542,84,5542,2.78582,183.79792,0.01516,2842.0,280.0,79909.0,2650.14586,-15.7795,-47.9297
2020-05-21,Brazil,ES,TOTAL,17,363,383,8878,363,8878,9.03288,220.91996,0.040889999999999996,3875.0,,28533.0,710.01456,-20.3155,-40.3128
2020-05-21,Brazil,GO,TOTAL,7,85,106,2155,85,2114,1.2111100000000001,30.705209999999997,0.039439999999999996,,16585.0,7037.0,100.26567,-16.6864,-49.2643
2020-05-21,Brazil,MA,TOTAL,30,693,1154,17212,663,16058,9.7948,243.27292999999997,0.040260000000000004,3676.0,2483.0,26714.0,377.57338,-2.53874,-44.2825
2020-05-21,Brazil,MG,TOTAL,14,191,310,5596,191,5596,0.9022700000000001,26.435140000000004,0.03413,2921.0,101572.0,17813.0,84.14746,-19.9102,-43.9266
2020-05-21,Brazil,MS,TOTAL,0,17,53,746,17,746,0.61173,26.84432,0.02279,267.0,77.0,5054.0,181.8649,-20.4486,-54.6295
2020-05-21,Brazil,MT,TOTAL,2,34,97,1187,34,1172,0.9757600000000001,34.06548,0.02864,428.0,127.0,3991.0,114.53692,-15.600999999999999,-56.0974
2020-05-21,Brazil,PA,TOTAL,115,1891,1603,20532,1852,19756,21.98105,238.66467999999998,0.0921,12754.0,131.0,20451.0,237.72312999999997,-1.4554,-48.4898
2020-05-21,Brazil,PB,TOTAL,15,245,400,6238,245,6238,6.09737,155.24646,0.03928,1997.0,,10142.0,252.40616,-7.1150899999999995,-34.8641
2020-05-21,Brazil,PE,TOTAL,91,1925,1351,23911,1925,23911,20.14215,250.19172000000003,0.08051,4176.0,507.0,35237.0,368.70083,-8.046660000000001,-34.8771
2020-05-21,Brazil,PI,TOTAL,2,93,222,3074,91,2852,2.84123,93.91344000000001,0.03025,330.0,172.0,20346.0,621.58842,-5.09194,-42.8034
2020-05-21,Brazil,PR,TOTAL,4,144,199,2855,141,2810,1.2594100000000001,24.969479999999997,0.05044,1680.0,834.0,21336.0,186.60207,-25.4195,-49.2646
2020-05-21,Brazil,RJ,TOTAL,175,3412,1717,32089,3412,32089,19.76259,185.86218,0.10633,26843.0,,,,-22.9129,-43.2003
2020-05-21,Brazil,RN,TOTAL,3,181,191,4250,178,4060,5.16132,121.19128,0.042589999999999996,997.0,11781.0,10412.0,296.90438,-5.79357,-35.1986
2020-05-21,Brazil,RO,TOTAL,11,101,160,2659,101,2659,5.68302,149.61527,0.03798,862.0,262.0,8391.0,472.14055999999994,-8.760769999999999,-63.8999
2020-05-21,Brazil,RR,TOTAL,8,72,79,2146,72,2146,11.88588,354.26513,0.03355,589.0,60.0,2862.0,472.46356,2.82384,-60.6753
2020-05-21,Brazil,RS,TOTAL,5,166,500,5473,166,5473,1.45905,48.104820000000004,0.030330000000000003,3735.0,457.0,40943.0,359.86762999999996,-30.0318,-51.2065
2020-05-21,Brazil,SC,TOTAL,4,98,111,5610,98,5610,1.3678,78.2996,0.01747,3170.0,130.0,29518.0,411.98707,-27.5945,-48.5477
2020-05-21,Brazil,SE,TOTAL,7,76,457,4734,76,4734,3.3062199999999997,205.94285,0.01605,1318.0,,9409.0,409.31902,-10.9091,-37.0677
2020-05-21,Brazil,SP,TOTAL,195,5558,3880,73739,5558,73739,12.10391,160.58477,0.07537,1524.0,151965.0,35600.0,77.52774000000001,-23.5329,-46.6395
2020-05-21,Brazil,TO,TOTAL,2,49,229,2205,47,1976,3.1153299999999997,140.18995,0.02222,421.0,,3051.0,193.97711,-10.24,-48.3558
2020-05-22,Brazil,AC,TOTAL,2,80,240,3343,80,3343,9.070960000000001,379.05287999999996,0.02393,1098.0,1474.0,10192.0,1155.6407199999999,-9.97499,-67.8243
2020-05-22,Brazil,AL,TOTAL,18,280,386,5302,280,5302,8.38987,158.86823,0.05281,3040.0,1615.0,9257.0,277.37518,-9.665989999999999,-35.735
2020-05-22,Brazil,AM,TOTAL,49,1669,1671,27038,1669,27038,40.2693,652.36741,0.06172999999999999,21368.0,641.0,,,-3.1186599999999998,-60.0212
2020-05-22,Brazil,AP,TOTAL,6,157,467,5655,157,5655,18.56382,668.65233,0.027760000000000003,1754.0,8031.0,18576.0,2196.44308,0.034934,-51.0694
2020-05-22,Brazil,BA,TOTAL,23,399,616,12558,399,12557,2.6827,84.43451999999999,0.03177,3679.0,34275.0,79916.0,537.32035,-12.9718,-38.5011
2020-05-22,Brazil,CE,TOTAL,90,2251,3160,34573,2251,34573,24.64937,378.58853,0.06511,19765.0,47211.0,85142.0,932.3398199999999,-20.8508,-46.711999999999996
2020-05-22,Brazil,DF,TOTAL,6,90,406,5948,90,5948,2.98481,197.26273,0.015130000000000001,3104.0,159.0,98361.0,3262.0981,-15.7795,-47.9297
2020-05-22,Brazil,ES,TOTAL,34,397,642,9520,397,9520,9.87894,236.89547000000002,0.0417,4430.0,,34509.0,858.7212099999999,-20.3155,-40.3128
2020-05-22,Brazil,GO,TOTAL,10,95,189,2344,93,2304,1.35359,33.398140000000005,0.040530000000000004,,17193.0,9362.0,133.3931,-16.6864,-49.2643
2020-05-22,Brazil,MA,TOTAL,29,722,1555,18767,693,17212,10.20469,265.25116,0.03847,3889.0,3593.0,33277.0,470.33426,-2.53874,-44.2825
2020-05-22,Brazil,MG,TOTAL,10,201,399,5995,201,5995,0.9495100000000001,28.31999,0.033530000000000004,3070.0,101572.0,19073.0,90.09962,-19.9102,-43.9266
2020-05-22,Brazil,MS,TOTAL,0,17,59,805,17,805,0.61173,28.9674,0.02112,269.0,379.0,6718.0,241.74285,-20.4486,-54.6295
2020-05-22,Brazil,MT,TOTAL,3,37,84,1271,37,1220,1.06186,36.47618,0.029110000000000004,444.0,127.0,4915.0,141.05461,-15.600999999999999,-56.0974
2020-05-22,Brazil,PA,TOTAL,110,2001,2165,22697,1937,21469,23.25969,263.83071,0.08816,13912.0,364.0,28011.0,325.60083,-1.4554,-48.4898
2020-05-22,Brazil,PB,TOTAL,3,248,644,6882,248,6882,6.17203,171.27383,0.036039999999999996,2003.0,,13411.0,333.76247,-7.1150899999999995,-34.8641
2020-05-22,Brazil,PE,TOTAL,132,2057,1849,25760,2057,25760,21.523329999999998,269.53865,0.07985,4361.0,507.0,42884.0,448.71488,-8.046660000000001,-34.8771
2020-05-22,Brazil,PI,TOTAL,6,99,184,3258,93,3074,3.02454,99.5348,0.030389999999999997,350.0,172.0,29336.0,896.24093,-5.09194,-42.8034
2020-05-22,Brazil,PR,TOTAL,5,149,130,2985,146,2939,1.30314,26.10645,0.04992,1680.0,834.0,24782.0,216.74036,-25.4195,-49.2646
2020-05-22,Brazil,RJ,TOTAL,245,3657,1500,33589,3657,33589,21.18165,194.55031,0.10887000000000001,28120.0,,,,-22.9129,-43.2003
2020-05-22,Brazil,RN,TOTAL,3,184,348,4598,181,4251,5.2468699999999995,131.11471,0.04002,997.0,12920.0,13841.0,394.68435,-5.79357,-35.1986
2020-05-22,Brazil,RO,TOTAL,5,106,115,2774,106,2774,5.96435,156.08603,0.03821,885.0,397.0,10841.0,609.9959200000001,-8.760769999999999,-63.8999
2020-05-22,Brazil,RR,TOTAL,11,83,160,2306,83,2306,13.701770000000002,380.67819,0.03599,589.0,60.0,3296.0,544.10898,2.82384,-60.6753
2020-05-22,Brazil,RS,TOTAL,6,172,445,5918,172,5918,1.51179,52.01614,0.029060000000000002,4184.0,457.0,51316.0,451.04089000000005,-30.0318,-51.2065
2020-05-22,Brazil,SC,TOTAL,2,100,848,6458,100,6458,1.39571,90.13526,0.01548,3170.0,736.0,25584.0,357.07965,-27.5945,-48.5477
2020-05-22,Brazil,SE,TOTAL,6,82,188,4922,82,4922,3.56724,214.1214,0.016659999999999998,2177.0,,13797.0,600.2098599999999,-10.9091,-37.0677
2020-05-22,Brazil,SP,TOTAL,215,5773,3132,76871,5773,76871,12.57212,167.40547,0.0751,1524.0,151965.0,35600.0,77.52774000000001,-23.5329,-46.6395
2020-05-22,Brazil,TO,TOTAL,2,51,225,2430,49,2205,3.24249,154.49504,0.02099,478.0,,3051.0,193.97711,-10.24,-48.3558
2020-05-23,Brazil,AC,TOTAL,7,87,524,3867,87,3867,9.86467,438.46769000000006,0.0225,1322.0,1474.0,10192.0,1155.6407199999999,-9.97499,-67.8243
2020-05-23,Brazil,AL,TOTAL,21,301,328,5630,301,5630,9.019110000000001,168.69637,0.05346,3224.0,1427.0,9257.0,277.37518,-9.665989999999999,-35.735
2020-05-23,Brazil,AM,TOTAL,75,1744,1764,28802,1744,28802,42.07888,694.92884,0.06055,22451.0,641.0,,,-3.1186599999999998,-60.0212
2020-05-23,Brazil,AP,TOTAL,5,162,436,6091,162,6091,19.15503,720.2053599999999,0.0266,2324.0,8386.0,18576.0,2196.44308,0.034934,-51.0694
2020-05-23,Brazil,BA,TOTAL,14,413,443,13001,413,13000,2.77683,87.41306,0.03177,3934.0,37426.0,79916.0,537.32035,-12.9718,-38.5011
2020-05-23,Brazil,CE,TOTAL,57,2308,549,35122,2308,35122,25.27355,384.60031000000004,0.06571,20520.0,46879.0,85142.0,932.3398199999999,-20.8508,-46.711999999999996
2020-05-23,Brazil,DF,TOTAL,5,95,303,6251,95,6251,3.15063,207.31159,0.0152,3281.0,2.0,98361.0,3262.0981,-15.7795,-47.9297
2020-05-23,Brazil,ES,TOTAL,20,417,398,9918,417,9918,10.376619999999999,246.7993,0.04204,4660.0,,34509.0,858.7212099999999,-20.3155,-40.3128
2020-05-23,Brazil,GO,TOTAL,0,95,91,2435,95,2377,1.35359,34.69474,0.03901,,17384.0,9362.0,133.3931,-16.6864,-49.2643
2020-05-23,Brazil,MA,TOTAL,32,754,2424,21191,722,18767,10.65697,299.51177,0.03558,4074.0,984.0,33277.0,470.33426,-2.53874,-44.2825
2020-05-23,Brazil,MG,TOTAL,16,217,343,6338,217,6338,1.02509,29.9403,0.03424,3348.0,101572.0,19073.0,90.09962,-19.9102,-43.9266
2020-05-23,Brazil,MS,TOTAL,0,17,53,858,17,858,0.61173,30.874570000000002,0.019809999999999998,296.0,379.0,6718.0,241.74285,-20.4486,-54.6295
2020-05-23,Brazil,MT,TOTAL,0,37,92,1363,37,1352,1.06186,39.11647,0.02715,451.0,127.0,4915.0,141.05461,-15.600999999999999,-56.0974
2020-05-23,Brazil,PA,TOTAL,147,2148,1428,24125,2001,22697,24.968429999999998,280.42983,0.08904,15591.0,295.0,28011.0,325.60083,-1.4554,-48.4898
2020-05-23,Brazil,PB,TOTAL,10,258,626,7508,258,7508,6.4209,186.85323,0.03436,2203.0,,13411.0,333.76247,-7.1150899999999995,-34.8641
2020-05-23,Brazil,PE,TOTAL,87,2144,1026,26786,2144,26786,22.43365,280.27416,0.08004,4648.0,507.0,42884.0,448.71488,-8.046660000000001,-34.8771
2020-05-23,Brazil,PI,TOTAL,8,107,132,3390,99,3258,3.26895,103.56752,0.031560000000000005,362.0,172.0,29336.0,896.24093,-5.09194,-42.8034
2020-05-23,Brazil,PR,TOTAL,4,153,162,3147,150,3099,1.33812,27.52328,0.04862,1705.0,980.0,24782.0,216.74036,-25.4195,-49.2646
2020-05-23,Brazil,RJ,TOTAL,248,3905,944,34533,3905,34533,22.61809,200.01803999999998,0.11308,28120.0,,,,-22.9129,-43.2003
2020-05-23,Brazil,RN,TOTAL,0,184,1,4599,184,4599,5.2468699999999995,131.14321999999999,0.040010000000000004,997.0,14067.0,13841.0,394.68435,-5.79357,-35.1986
2020-05-23,Brazil,RO,TOTAL,9,115,335,3109,115,3109,6.47076,174.93563999999998,0.036989999999999995,892.0,673.0,10841.0,609.9959200000001,-8.760769999999999,-63.8999
2020-05-23,Brazil,RR,TOTAL,-2,81,133,2439,81,2374,13.37161,402.63403999999997,0.03321,589.0,60.0,3537.0,583.89365,2.82384,-60.6753
2020-05-23,Brazil,RS,TOTAL,4,176,418,6336,176,6336,1.54695,55.69014,0.027780000000000003,4449.0,457.0,51316.0,451.04089000000005,-30.0318,-51.2065
2020-05-23,Brazil,SC,TOTAL,3,103,149,6607,103,6607,1.43759,92.21486999999999,0.015590000000000001,3170.0,736.0,25584.0,357.07965,-27.5945,-48.5477
2020-05-23,Brazil,SE,TOTAL,4,86,209,5131,86,5131,3.74125,223.21351,0.01676,2177.0,,13797.0,600.2098599999999,-10.9091,-37.0677
